"DateTime","Flow","file"
"7/19/2021 5:10",1.562,"DCNSUB- Flow - 07192021"
"7/19/2021 5:15",1.579,"DCNSUB- Flow - 07192021"
"7/19/2021 5:20",1.612,"DCNSUB- Flow - 07192021"
"7/19/2021 5:25",1.628,"DCNSUB- Flow - 07192021"
"7/19/2021 5:30",1.606,"DCNSUB- Flow - 07192021"
"7/19/2021 5:35",1.744,"DCNSUB- Flow - 07192021"
"7/19/2021 5:40",1.8,"DCNSUB- Flow - 07192021"
"7/19/2021 5:45",1.903,"DCNSUB- Flow - 07192021"
"7/19/2021 5:50",2.125,"DCNSUB- Flow - 07192021"
"7/19/2021 5:55",2.296,"DCNSUB- Flow - 07192021"
"7/19/2021 6:00",2.67,"DCNSUB- Flow - 07192021"
"7/19/2021 6:05",3.138,"DCNSUB- Flow - 07192021"
"7/19/2021 6:10",3.835,"DCNSUB- Flow - 07192021"
"7/19/2021 6:15",4.441,"DCNSUB- Flow - 07192021"
"7/19/2021 6:20",5.215,"DCNSUB- Flow - 07192021"
"7/19/2021 6:25",5.869,"DCNSUB- Flow - 07192021"
"7/19/2021 6:30",6.865,"DCNSUB- Flow - 07192021"
"7/19/2021 6:35",7.702,"DCNSUB- Flow - 07192021"
"7/19/2021 6:40",8.796,"DCNSUB- Flow - 07192021"
"7/19/2021 6:45",9.694,"DCNSUB- Flow - 07192021"
"7/19/2021 6:50",10.866,"DCNSUB- Flow - 07192021"
"7/19/2021 6:55",11.716,"DCNSUB- Flow - 07192021"
"7/19/2021 7:00",12.413,"DCNSUB- Flow - 07192021"
"7/19/2021 7:05",12.711,"DCNSUB- Flow - 07192021"
"7/19/2021 7:10",12.91,"DCNSUB- Flow - 07192021"
"7/19/2021 7:15",13.105,"DCNSUB- Flow - 07192021"
"7/19/2021 7:20",12.961,"DCNSUB- Flow - 07192021"
"7/19/2021 7:25",12.918,"DCNSUB- Flow - 07192021"
"7/19/2021 7:30",12.894,"DCNSUB- Flow - 07192021"
"7/19/2021 7:35",12.863,"DCNSUB- Flow - 07192021"
"7/19/2021 7:40",12.673,"DCNSUB- Flow - 07192021"
"7/19/2021 7:45",12.653,"DCNSUB- Flow - 07192021"
"7/19/2021 7:50",12.333,"DCNSUB- Flow - 07192021"
"7/19/2021 7:55",12.155,"DCNSUB- Flow - 07192021"
"7/19/2021 8:00",12.046,"DCNSUB- Flow - 07192021"
"7/19/2021 8:05",11.742,"DCNSUB- Flow - 07192021"
"7/19/2021 8:10",11.411,"DCNSUB- Flow - 07192021"
"7/19/2021 8:15",11.196,"DCNSUB- Flow - 07192021"
