"DateTime","Flow","file"
"7/14/2021 13:25",0.401,"DCSSUB - Flow - 07142021"
"7/14/2021 13:30",0.442,"DCSSUB - Flow - 07142021"
"7/14/2021 13:35",0.467,"DCSSUB - Flow - 07142021"
"7/14/2021 13:40",0.479,"DCSSUB - Flow - 07142021"
"7/14/2021 13:45",0.463,"DCSSUB - Flow - 07142021"
"7/14/2021 13:50",0.892,"DCSSUB - Flow - 07142021"
"7/14/2021 13:55",2.198,"DCSSUB - Flow - 07142021"
"7/14/2021 14:00",4.078,"DCSSUB - Flow - 07142021"
"7/14/2021 14:05",5.443,"DCSSUB - Flow - 07142021"
"7/14/2021 14:10",6.536,"DCSSUB - Flow - 07142021"
"7/14/2021 14:15",6.918,"DCSSUB - Flow - 07142021"
"7/14/2021 14:20",6.854,"DCSSUB - Flow - 07142021"
"7/14/2021 14:25",6.4,"DCSSUB - Flow - 07142021"
"7/14/2021 14:30",6.176,"DCSSUB - Flow - 07142021"
"7/14/2021 14:35",5.812,"DCSSUB - Flow - 07142021"
"7/14/2021 14:40",5.438,"DCSSUB - Flow - 07142021"
"7/14/2021 14:45",5.167,"DCSSUB - Flow - 07142021"
"7/14/2021 14:50",5.073,"DCSSUB - Flow - 07142021"
"7/14/2021 14:55",4.741,"DCSSUB - Flow - 07142021"
"7/14/2021 15:00",4.49,"DCSSUB - Flow - 07142021"
"7/14/2021 15:05",4.335,"DCSSUB - Flow - 07142021"
"7/14/2021 15:10",4.096,"DCSSUB - Flow - 07142021"
"7/14/2021 15:15",3.974,"DCSSUB - Flow - 07142021"
"7/14/2021 15:20",3.876,"DCSSUB - Flow - 07142021"
"7/14/2021 15:25",3.757,"DCSSUB - Flow - 07142021"
"7/14/2021 15:30",3.513,"DCSSUB - Flow - 07142021"
"7/14/2021 15:35",3.423,"DCSSUB - Flow - 07142021"
"7/14/2021 15:40",3.351,"DCSSUB - Flow - 07142021"
"7/14/2021 15:45",3.143,"DCSSUB - Flow - 07142021"
"7/14/2021 15:50",3.178,"DCSSUB - Flow - 07142021"
"7/14/2021 15:55",3.066,"DCSSUB - Flow - 07142021"
"7/14/2021 16:00",2.928,"DCSSUB - Flow - 07142021"
"7/14/2021 16:05",2.857,"DCSSUB - Flow - 07142021"
"7/14/2021 16:10",2.809,"DCSSUB - Flow - 07142021"
"7/14/2021 16:15",2.742,"DCSSUB - Flow - 07142021"
"7/14/2021 16:20",2.748,"DCSSUB - Flow - 07142021"
"7/14/2021 16:25",2.513,"DCSSUB - Flow - 07142021"
"7/14/2021 16:30",2.514,"DCSSUB - Flow - 07142021"
"7/14/2021 16:35",2.508,"DCSSUB - Flow - 07142021"
