DateTime,EC (mS),TP,SRP,Sample Number
7/2/2021 10:22,1.572,354,71.5,NB-18-1
7/2/2021 12:14,1.01,186,115,NB-18-2
7/2/2021 13:09,0.962,,,NB-18-3
7/2/2021 13:52,0.952,282,107,NB-18-4
7/2/2021 14:39,0.979,,,NB-18-5
7/2/2021 15:34,0.992,,,NB-18-6
7/2/2021 17:53,1.062,160,54.2,NB-18-7
7/2/2021 19:44,0.939,285,107,NB-19-1
7/2/2021 20:30,0.964,229,93.1,NB-19-2
7/2/2021 21:29,0.996,,,NB-19-3
7/2/2021 23:05,1.042,163,59.8,NB-19-4
7/3/2021 2:25,1.093,,,NB-19-5
7/3/2021 11:28,1.152,89.4,22.7,NB-19-6
