DateTime,EC (mS),TP,AHS Sample Number
12/31/2018 14:50,grab,15.9,
1/1/2019 3:34,event,79.2,
1/1/2019 3:39,event,75.9,
1/1/2019 4:00,event,228,
1/1/2019 6:00,event,475,
1/1/2019 8:00,event,503,
1/1/2019 10:00,event,488,
1/1/2019 12:00,event,486,
1/1/2019 14:00,event,403,
1/1/2019 16:00,event,294,
1/1/2019 18:00,event,184,
1/1/2019 20:00,event,104,
