"DateTime","Flow","file"
"7/9/2021 1:05",0.171,"DCNSUB - Flow - 07092021"
"7/9/2021 1:10",0.171,"DCNSUB - Flow - 07092021"
"7/9/2021 1:15",0.198,"DCNSUB - Flow - 07092021"
"7/9/2021 1:20",0.265,"DCNSUB - Flow - 07092021"
"7/9/2021 1:25",0.232,"DCNSUB - Flow - 07092021"
"7/9/2021 1:30",0.254,"DCNSUB - Flow - 07092021"
"7/9/2021 1:35",0.276,"DCNSUB - Flow - 07092021"
"7/9/2021 1:40",0.32,"DCNSUB - Flow - 07092021"
"7/9/2021 1:45",0.403,"DCNSUB - Flow - 07092021"
"7/9/2021 1:50",0.403,"DCNSUB - Flow - 07092021"
"7/9/2021 1:55",0.502,"DCNSUB - Flow - 07092021"
"7/9/2021 2:00",0.668,"DCNSUB - Flow - 07092021"
"7/9/2021 2:05",0.767,"DCNSUB - Flow - 07092021"
"7/9/2021 2:10",0.911,"DCNSUB - Flow - 07092021"
"7/9/2021 2:15",1.059,"DCNSUB - Flow - 07092021"
"7/9/2021 2:20",1.269,"DCNSUB - Flow - 07092021"
"7/9/2021 2:25",1.478,"DCNSUB - Flow - 07092021"
"7/9/2021 2:30",1.964,"DCNSUB - Flow - 07092021"
"7/9/2021 2:35",2.311,"DCNSUB - Flow - 07092021"
"7/9/2021 2:40",2.775,"DCNSUB - Flow - 07092021"
"7/9/2021 2:45",3.123,"DCNSUB - Flow - 07092021"
"7/9/2021 2:50",3.488,"DCNSUB - Flow - 07092021"
"7/9/2021 2:55",3.631,"DCNSUB - Flow - 07092021"
"7/9/2021 3:00",4.018,"DCNSUB - Flow - 07092021"
"7/9/2021 3:05",4.452,"DCNSUB - Flow - 07092021"
"7/9/2021 3:10",5.016,"DCNSUB - Flow - 07092021"
"7/9/2021 3:15",5.83,"DCNSUB - Flow - 07092021"
"7/9/2021 3:20",7.386,"DCNSUB - Flow - 07092021"
"7/9/2021 3:25",9.286,"DCNSUB - Flow - 07092021"
"7/9/2021 3:30",11.774,"DCNSUB - Flow - 07092021"
"7/9/2021 3:35",13.293,"DCNSUB - Flow - 07092021"
"7/9/2021 3:40",14.367,"DCNSUB - Flow - 07092021"
"7/9/2021 3:45",14.612,"DCNSUB - Flow - 07092021"
"7/9/2021 3:50",14.556,"DCNSUB - Flow - 07092021"
"7/9/2021 3:55",14.271,"DCNSUB - Flow - 07092021"
"7/9/2021 4:00",13.752,"DCNSUB - Flow - 07092021"
"7/9/2021 4:05",13.238,"DCNSUB - Flow - 07092021"
"7/9/2021 4:10",12.643,"DCNSUB - Flow - 07092021"
