DateTime,EC (mS),TP,AHS Sample Number
1/25/20 23:46,0.734,180,478
1/26/20 2:46,0.746,201,479
1/26/20 5:46,0.854,174,480
1/26/20 8:46,0.97,148,481
1/26/20 11:47,1.038,125,482
1/26/20 14:46,1.004,164,483
1/26/20 17:46,0.738,314,484
1/26/20 20:46,0.81,296,485
1/26/20 23:46,0.815,212,486
1/27/20 2:46,0.844,216,487
1/27/20 5:46,0.911,190,488
1/27/20 8:46,0.984,188,489
