DateTime,EC (mS),TP,SRP,Sample Number
7/20/2021 19:27,0.406,1974,1000,SB-24-1
7/20/2021 19:49,0.459,868,211,SB-24-2
7/20/2021 20:11,0.522,,,SB-24-3
7/20/2021 20:34,0.563,777,231,SB-24-4
7/20/2021 20:57,0.597,758,221,SB-24-5
7/20/2021 21:22,0.627,,,SB-24-6
7/21/2021 11:01,1.052,243,66.3,SB-24-7
