DateTime,EC (mS),TP,AHS Sample Number
11/2/2018 0:59,event,179,454
11/2/2018 1:03,event,179,455
11/2/2018 2:35,event,111,456
11/2/2018 6:35,event,281,457
11/2/2018 12:35,event,137,458
11/2/2018 20:35,event,63.7,459
