DateTime,EC (mS),TP,AHS Sample Number
3/21/2019 14:00,daily,13,
3/22/2019 14:00,daily,206,
3/23/2019 14:00,daily,216,
3/24/2019 14:00,daily,161,
3/25/2019 14:00,daily,66.2,
3/26/2019 14:00,daily,16.1,
3/27/2019 8:35,grab,14.9,
3/29/2019 14:00,daily,19,
