DateTime,EC (mS),TP,SRP,Sample Number
7/13/2021 5:49,1.531,106,33.3,SB-21-1
7/13/2021 8:19,0.949,485,136,SB-21-2
7/13/2021 11:29,1.147,246,73.6,SB-21-3
7/13/2021 21:19,1.385,77.5,27.3,SB-21-4
