DateTime,EC (mS),TP,SRP,Sample Number
7/19/2021 5:57,0.841,528,,NB-23-1
7/19/2021 7:15,0.591,776,,NB-23-2
7/19/2021 8:09,0.626,723,,NB-23-3
7/19/2021 9:18,0.683,,,NB-23-4
7/19/2021 11:00,0.737,,,NB-23-5
7/19/2021 13:32,0.791,370,,NB-23-6
7/19/2021 17:43,0.862,,,NB-23-7
7/20/2021 1:19,0.917,,,NB-23-8
7/20/2021 2:38,0.94,,,NB-23-9
,0.966,77.1,,NB-23-10
