DateTime,EC (mS),TP,AHS Sample Number
10/23/19 3:35,0.957,718,375
10/23/19 7:35,0.958,620,376
10/23/19 11:35,1.111,363,377
10/23/19 15:35,1.201,233,378
10/23/19 21:36,1.285,132,379
10/24/19 7:35,1.253,84.8,380
