"DateTime","Flow","file"
"7/13/2021 5:00",0.121,"DCNSUB - Flow - 07132021"
"7/13/2021 5:05",0.138,"DCNSUB - Flow - 07132021"
"7/13/2021 5:10",0.128,"DCNSUB - Flow - 07132021"
"7/13/2021 5:15",0.176,"DCNSUB - Flow - 07132021"
"7/13/2021 5:20",0.123,"DCNSUB - Flow - 07132021"
"7/13/2021 5:25",0.077,"DCNSUB - Flow - 07132021"
"7/13/2021 5:30",0.155,"DCNSUB - Flow - 07132021"
"7/13/2021 5:35",0.166,"DCNSUB - Flow - 07132021"
"7/13/2021 5:40",0.22,"DCNSUB - Flow - 07132021"
"7/13/2021 5:45",0.368,"DCNSUB - Flow - 07132021"
"7/13/2021 5:50",0.677,"DCNSUB - Flow - 07132021"
"7/13/2021 5:55",0.892,"DCNSUB - Flow - 07132021"
"7/13/2021 6:00",1.06,"DCNSUB - Flow - 07132021"
"7/13/2021 6:05",1.033,"DCNSUB - Flow - 07132021"
"7/13/2021 6:10",0.966,"DCNSUB - Flow - 07132021"
"7/13/2021 6:15",0.983,"DCNSUB - Flow - 07132021"
"7/13/2021 6:20",0.949,"DCNSUB - Flow - 07132021"
"7/13/2021 6:25",1.058,"DCNSUB - Flow - 07132021"
"7/13/2021 6:30",1.149,"DCNSUB - Flow - 07132021"
"7/13/2021 6:35",1.376,"DCNSUB - Flow - 07132021"
"7/13/2021 6:40",1.896,"DCNSUB - Flow - 07132021"
"7/13/2021 6:45",2.423,"DCNSUB - Flow - 07132021"
"7/13/2021 6:50",3.133,"DCNSUB - Flow - 07132021"
"7/13/2021 6:55",4.021,"DCNSUB - Flow - 07132021"
"7/13/2021 7:00",5.533,"DCNSUB - Flow - 07132021"
"7/13/2021 7:05",6.882,"DCNSUB - Flow - 07132021"
"7/13/2021 7:10",8.577,"DCNSUB - Flow - 07132021"
"7/13/2021 7:15",9.367,"DCNSUB - Flow - 07132021"
"7/13/2021 7:20",9.847,"DCNSUB - Flow - 07132021"
"7/13/2021 7:25",9.843,"DCNSUB - Flow - 07132021"
"7/13/2021 7:30",9.623,"DCNSUB - Flow - 07132021"
"7/13/2021 7:35",9.353,"DCNSUB - Flow - 07132021"
"7/13/2021 7:40",8.999,"DCNSUB - Flow - 07132021"
"7/13/2021 7:45",8.647,"DCNSUB - Flow - 07132021"
"7/13/2021 7:50",8.216,"DCNSUB - Flow - 07132021"
"7/13/2021 7:55",7.989,"DCNSUB - Flow - 07132021"
"7/13/2021 8:00",7.592,"DCNSUB - Flow - 07132021"
"7/13/2021 8:05",7.295,"DCNSUB - Flow - 07132021"
"7/13/2021 8:10",6.951,"DCNSUB - Flow - 07132021"
"7/13/2021 8:15",6.687,"DCNSUB - Flow - 07132021"
"7/13/2021 8:20",6.311,"DCNSUB - Flow - 07132021"
"7/13/2021 8:25",6.112,"DCNSUB - Flow - 07132021"
"7/13/2021 8:30",5.87,"DCNSUB - Flow - 07132021"
"7/13/2021 8:35",5.736,"DCNSUB - Flow - 07132021"
"7/13/2021 8:40",5.57,"DCNSUB - Flow - 07132021"
"7/13/2021 8:45",5.45,"DCNSUB - Flow - 07132021"
"7/13/2021 8:50",5.305,"DCNSUB - Flow - 07132021"
"7/13/2021 8:55",5.234,"DCNSUB - Flow - 07132021"
"7/13/2021 9:00",5.079,"DCNSUB - Flow - 07132021"
"7/13/2021 9:05",4.958,"DCNSUB - Flow - 07132021"
"7/13/2021 9:10",4.88,"DCNSUB - Flow - 07132021"
"7/13/2021 9:15",4.765,"DCNSUB - Flow - 07132021"
"7/13/2021 9:20",4.622,"DCNSUB - Flow - 07132021"
"7/13/2021 9:25",4.482,"DCNSUB - Flow - 07132021"
"7/13/2021 9:30",4.417,"DCNSUB - Flow - 07132021"
"7/13/2021 9:35",4.252,"DCNSUB - Flow - 07132021"
"7/13/2021 9:40",4.14,"DCNSUB - Flow - 07132021"
"7/13/2021 9:45",4.146,"DCNSUB - Flow - 07132021"
"7/13/2021 9:50",4.047,"DCNSUB - Flow - 07132021"
"7/13/2021 9:55",3.894,"DCNSUB - Flow - 07132021"
"7/13/2021 10:00",3.825,"DCNSUB - Flow - 07132021"
"7/13/2021 10:05",3.698,"DCNSUB - Flow - 07132021"
"7/13/2021 10:10",3.677,"DCNSUB - Flow - 07132021"
"7/13/2021 10:15",3.6,"DCNSUB - Flow - 07132021"
