DateTime,EC (mS),TP,AHS Sample Number
12/21/2018 10:26,event,231,
12/21/2018 10:29,event,277,
12/21/2018 10:58,event,414,
12/21/2018 12:58,event,518,
12/21/2018 14:59,event,548,
12/21/2018 16:58,event,468,
12/21/2018 18:58,event,369,
12/21/2018 20:58,event,294,
12/21/2018 22:58,event,290,
12/22/2018 0:58,event,279,
12/22/2018 2:58,event,574,
12/22/2018 4:58,event,455,
