DateTime,EC (mS),TP,AHS Sample Number
5/20/2019 2:08,bi-daily (5 of 6),289,
5/20/2019 10:00,grab,254,
5/20/2019 13:27,event,131,
5/20/2019 21:27,event,54.3,
5/21/2019 5:27,event,35.5,
5/21/2019 13:27,event,28,
5/21/2019 21:27,event,15.3,
5/22/2019 5:27,bi-daily,46.4,
5/24/2019 5:27,bi-daily,21.2,
