DateTime,EC (mS),TP,AHS Sample Number
11/27/19 21:27,0.758,1150,411
11/28/19 0:27,0.768,865,412
11/28/19 3:27,0.592,1380,413
11/28/19 6:27,0.758,842,414
11/28/19 9:27,0.851,445,415
11/28/19 12:27,0.923,211,416
11/28/19 15:28,0.968,127,418
11/28/19 18:27,0.944,51,419
