DateTime,EC (mS),TP,AHS Sample Number
3/6/20 17:03,0.565,468,525
3/6/20 21:03,0.777,324,526
3/7/20 1:03,0.911,178,527
3/7/20 5:03,0.981,114,528
3/7/20 9:03,1.03,99,529
