"DateTime","Flow","file"
"7/9/2021 0:40",0.021,"DCSSUB - Flow - 07092021"
"7/9/2021 0:45",0.13,"DCSSUB - Flow - 07092021"
"7/9/2021 0:50",0.109,"DCSSUB - Flow - 07092021"
"7/9/2021 0:55",0.167,"DCSSUB - Flow - 07092021"
"7/9/2021 1:00",0.11,"DCSSUB - Flow - 07092021"
"7/9/2021 1:05",0.072,"DCSSUB - Flow - 07092021"
"7/9/2021 1:10",0.177,"DCSSUB - Flow - 07092021"
"7/9/2021 1:15",0.14,"DCSSUB - Flow - 07092021"
"7/9/2021 1:20",0.261,"DCSSUB - Flow - 07092021"
"7/9/2021 1:25",0.202,"DCSSUB - Flow - 07092021"
"7/9/2021 1:30",0.312,"DCSSUB - Flow - 07092021"
"7/9/2021 1:35",0.381,"DCSSUB - Flow - 07092021"
"7/9/2021 1:40",0.332,"DCSSUB - Flow - 07092021"
"7/9/2021 1:45",0.474,"DCSSUB - Flow - 07092021"
"7/9/2021 1:50",0.53,"DCSSUB - Flow - 07092021"
"7/9/2021 1:55",0.67,"DCSSUB - Flow - 07092021"
"7/9/2021 2:00",0.931,"DCSSUB - Flow - 07092021"
"7/9/2021 2:05",1.087,"DCSSUB - Flow - 07092021"
"7/9/2021 2:10",1.32,"DCSSUB - Flow - 07092021"
"7/9/2021 2:15",1.638,"DCSSUB - Flow - 07092021"
"7/9/2021 2:20",2.063,"DCSSUB - Flow - 07092021"
"7/9/2021 2:25",2.366,"DCSSUB - Flow - 07092021"
"7/9/2021 2:30",2.916,"DCSSUB - Flow - 07092021"
"7/9/2021 2:35",3.645,"DCSSUB - Flow - 07092021"
"7/9/2021 2:40",4.362,"DCSSUB - Flow - 07092021"
"7/9/2021 2:45",5.158,"DCSSUB - Flow - 07092021"
"7/9/2021 2:50",5.701,"DCSSUB - Flow - 07092021"
"7/9/2021 2:55",6.081,"DCSSUB - Flow - 07092021"
"7/9/2021 3:00",6.506,"DCSSUB - Flow - 07092021"
"7/9/2021 3:05",7.249,"DCSSUB - Flow - 07092021"
"7/9/2021 3:10",8.004,"DCSSUB - Flow - 07092021"
"7/9/2021 3:15",9.16,"DCSSUB - Flow - 07092021"
"7/9/2021 3:20",11.068,"DCSSUB - Flow - 07092021"
"7/9/2021 3:25",13.222,"DCSSUB - Flow - 07092021"
"7/9/2021 3:30",16.917,"DCSSUB - Flow - 07092021"
