"DateTime","Flow","file"
"7/18/2021 0:10",0.464,"DCNSUB - Flow - 07182021"
"7/18/2021 0:15",0.436,"DCNSUB - Flow - 07182021"
"7/18/2021 0:20",0.459,"DCNSUB - Flow - 07182021"
"7/18/2021 0:25",0.535,"DCNSUB - Flow - 07182021"
"7/18/2021 0:30",0.546,"DCNSUB - Flow - 07182021"
"7/18/2021 0:35",0.546,"DCNSUB - Flow - 07182021"
"7/18/2021 0:40",0.568,"DCNSUB - Flow - 07182021"
"7/18/2021 0:45",0.612,"DCNSUB - Flow - 07182021"
"7/18/2021 0:50",0.745,"DCNSUB - Flow - 07182021"
"7/18/2021 0:55",0.861,"DCNSUB - Flow - 07182021"
"7/18/2021 1:00",1.114,"DCNSUB - Flow - 07182021"
"7/18/2021 1:05",1.592,"DCNSUB - Flow - 07182021"
"7/18/2021 1:10",2.531,"DCNSUB - Flow - 07182021"
"7/18/2021 1:15",3.688,"DCNSUB - Flow - 07182021"
"7/18/2021 1:20",4.927,"DCNSUB - Flow - 07182021"
"7/18/2021 1:25",5.513,"DCNSUB - Flow - 07182021"
"7/18/2021 1:30",5.823,"DCNSUB - Flow - 07182021"
"7/18/2021 1:35",5.84,"DCNSUB - Flow - 07182021"
"7/18/2021 1:40",5.851,"DCNSUB - Flow - 07182021"
"7/18/2021 1:45",5.928,"DCNSUB - Flow - 07182021"
"7/18/2021 1:50",6.105,"DCNSUB - Flow - 07182021"
"7/18/2021 1:55",6.368,"DCNSUB - Flow - 07182021"
"7/18/2021 2:00",6.734,"DCNSUB - Flow - 07182021"
"7/18/2021 2:05",6.96,"DCNSUB - Flow - 07182021"
"7/18/2021 2:10",7.192,"DCNSUB - Flow - 07182021"
"7/18/2021 2:15",7.165,"DCNSUB - Flow - 07182021"
"7/18/2021 2:20",7.099,"DCNSUB - Flow - 07182021"
"7/18/2021 2:25",7.005,"DCNSUB - Flow - 07182021"
"7/18/2021 2:30",6.862,"DCNSUB - Flow - 07182021"
"7/18/2021 2:35",6.986,"DCNSUB - Flow - 07182021"
"7/18/2021 2:40",7.758,"DCNSUB - Flow - 07182021"
"7/18/2021 2:45",8.931,"DCNSUB - Flow - 07182021"
"7/18/2021 2:50",10.445,"DCNSUB - Flow - 07182021"
"7/18/2021 2:55",11.302,"DCNSUB - Flow - 07182021"
"7/18/2021 3:00",12.241,"DCNSUB - Flow - 07182021"
"7/18/2021 3:05",13.046,"DCNSUB - Flow - 07182021"
"7/18/2021 3:10",13.809,"DCNSUB - Flow - 07182021"
"7/18/2021 3:15",14.613,"DCNSUB - Flow - 07182021"
"7/18/2021 3:20",15.685,"DCNSUB - Flow - 07182021"
"7/18/2021 3:25",16.605,"DCNSUB - Flow - 07182021"
"7/18/2021 3:30",17.92,"DCNSUB - Flow - 07182021"
"7/18/2021 3:35",18.961,"DCNSUB - Flow - 07182021"
"7/18/2021 3:40",21.354,"DCNSUB - Flow - 07182021"
"7/18/2021 3:45",24.034,"DCNSUB - Flow - 07182021"
"7/18/2021 3:50",26.987,"DCNSUB - Flow - 07182021"
"7/18/2021 3:55",28.258,"DCNSUB - Flow - 07182021"
"7/18/2021 4:00",28.913,"DCNSUB - Flow - 07182021"
"7/18/2021 4:05",28.968,"DCNSUB - Flow - 07182021"
"7/18/2021 4:10",28.97,"DCNSUB - Flow - 07182021"
"7/18/2021 4:15",28.809,"DCNSUB - Flow - 07182021"
"7/18/2021 4:20",28.513,"DCNSUB - Flow - 07182021"
"7/18/2021 4:25",27.906,"DCNSUB - Flow - 07182021"
"7/18/2021 4:30",27.33,"DCNSUB - Flow - 07182021"
"7/18/2021 4:35",26.879,"DCNSUB - Flow - 07182021"
"7/18/2021 4:40",26.568,"DCNSUB - Flow - 07182021"
"7/18/2021 4:45",25.958,"DCNSUB - Flow - 07182021"
"7/18/2021 4:50",25.206,"DCNSUB - Flow - 07182021"
"7/18/2021 4:55",24.37,"DCNSUB - Flow - 07182021"
"7/18/2021 5:00",23.285,"DCNSUB - Flow - 07182021"
"7/18/2021 5:05",22.432,"DCNSUB - Flow - 07182021"
"7/18/2021 5:10",21.315,"DCNSUB - Flow - 07182021"
"7/18/2021 5:15",20.345,"DCNSUB - Flow - 07182021"
"7/18/2021 5:20",19.493,"DCNSUB - Flow - 07182021"
"7/18/2021 5:25",18.777,"DCNSUB - Flow - 07182021"
"7/18/2021 5:30",17.607,"DCNSUB - Flow - 07182021"
"7/18/2021 5:35",16.938,"DCNSUB - Flow - 07182021"
"7/18/2021 5:40",16.154,"DCNSUB - Flow - 07182021"
"7/18/2021 5:45",15.579,"DCNSUB - Flow - 07182021"
"7/18/2021 5:50",14.884,"DCNSUB - Flow - 07182021"
"7/18/2021 5:55",14.397,"DCNSUB - Flow - 07182021"
"7/18/2021 6:00",14.055,"DCNSUB - Flow - 07182021"
"7/18/2021 6:05",13.784,"DCNSUB - Flow - 07182021"
"7/18/2021 6:10",13.574,"DCNSUB - Flow - 07182021"
"7/18/2021 6:15",13.618,"DCNSUB - Flow - 07182021"
"7/18/2021 6:20",13.497,"DCNSUB - Flow - 07182021"
