"DateTime","Flow","file"
"7/19/2021 5:00",2.206,"DCSSUB - Flow - 07192021"
"7/19/2021 5:05",2.159,"DCSSUB - Flow - 07192021"
"7/19/2021 5:10",2.092,"DCSSUB - Flow - 07192021"
"7/19/2021 5:15",2.138,"DCSSUB - Flow - 07192021"
"7/19/2021 5:20",2.226,"DCSSUB - Flow - 07192021"
"7/19/2021 5:25",2.31,"DCSSUB - Flow - 07192021"
"7/19/2021 5:30",2.45,"DCSSUB - Flow - 07192021"
"7/19/2021 5:35",2.652,"DCSSUB - Flow - 07192021"
"7/19/2021 5:40",3.022,"DCSSUB - Flow - 07192021"
"7/19/2021 5:45",3.246,"DCSSUB - Flow - 07192021"
"7/19/2021 5:50",3.655,"DCSSUB - Flow - 07192021"
"7/19/2021 5:55",4.186,"DCSSUB - Flow - 07192021"
"7/19/2021 6:00",4.727,"DCSSUB - Flow - 07192021"
"7/19/2021 6:05",5.528,"DCSSUB - Flow - 07192021"
"7/19/2021 6:10",6.385,"DCSSUB - Flow - 07192021"
"7/19/2021 6:15",7.679,"DCSSUB - Flow - 07192021"
"7/19/2021 6:20",8.54,"DCSSUB - Flow - 07192021"
"7/19/2021 6:25",11.155,"DCSSUB - Flow - 07192021"
"7/19/2021 6:30",11.716,"DCSSUB - Flow - 07192021"
"7/19/2021 6:35",12.351,"DCSSUB - Flow - 07192021"
"7/19/2021 6:40",13.565,"DCSSUB - Flow - 07192021"
"7/19/2021 6:45",15.088,"DCSSUB - Flow - 07192021"
"7/19/2021 6:50",16.767,"DCSSUB - Flow - 07192021"
"7/19/2021 6:55",18.029,"DCSSUB - Flow - 07192021"
"7/19/2021 7:00",19.071,"DCSSUB - Flow - 07192021"
"7/19/2021 7:05",20.075,"DCSSUB - Flow - 07192021"
"7/19/2021 7:10",20.44,"DCSSUB - Flow - 07192021"
"7/19/2021 7:15",20.539,"DCSSUB - Flow - 07192021"
"7/19/2021 7:20",20.551,"DCSSUB - Flow - 07192021"
