DateTime,EC (mS),TP,SRP,Sample Number
7/3/2021 15:20,1.036,357,160,SB-19-11
7/3/2021 16:17,1.134,240,96.5,SB-19-12
7/3/2021 17:34,1.176,,,SB-19-13
7/3/2021 19:31,1.241,202,94.5,SB-19-14
7/3/2021 22:44,1.308,147,44.4,SB-19-15
7/4/2021 1:38,1.2,241,103,SB-19-16
7/4/2021 4:05,1.256,185,,SB-19-17
7/4/2021 10:06,1.372,96.6,,SB-19-18
