DateTime,EC (mS),TP,AHS Sample Number
10/17/19 3:37,0.884,1075,361
10/17/19 5:37,0.901,1115,362
10/17/19 7:37,0.827,990,363
10/17/19 9:38,0.824,784,364
10/17/19 11:37,0.877,610,365
10/17/19 13:37,0.88,566,366
10/17/19 15:37,0.86,658,367
10/17/19 17:38,0.885,491,368
10/17/19 19:37,0.955,311,369
10/17/19 21:37,1.015,220,370
10/17/19 23:37,1.032,146,371
10/18/19 1:38,1.081,128,372
