DateTime,EC (mS),TP,SRP,Sample Number
9/30/20 3:46,0.839,2420,830,SB-4-1
9/30/20 4:16,0.811,2100,674,SB-4-2
9/30/20 4:46,0.848,1630,544,SB-4-3
9/30/20 5:16,0.838,1470,516,SB-4-4
9/30/20 5:46,0.87,1458,591,SB-4-5
9/30/20 6:16,0.915,1340,394,SB-4-6
9/30/20 6:46,0.939,1124,343,SB-4-7
9/30/20 7:16,0.977,1064,345,SB-4-8
9/30/20 7:22,0.973,1356,335,SB-4-9
9/30/20 7:26,0.981,1186,285,SB-4-10
