DateTime,EC (mS),TP,AHS Sample Number
4/15/2019 4:46,event,471,
4/15/2019 5:10,event,298,
4/15/2019 8:10,event,250,
4/15/2019 11:10,event,162,
4/15/2019 14:10,event,115,
4/16/2019 11:10,daily,25,
