"DateTime","Flow","file"
"7/14/2021 12:55",0.414,"DCNSUB - Flow - 07142021"
"7/14/2021 13:00",0.425,"DCNSUB - Flow - 07142021"
"7/14/2021 13:05",0.436,"DCNSUB - Flow - 07142021"
"7/14/2021 13:10",0.481,"DCNSUB - Flow - 07142021"
"7/14/2021 13:15",0.441,"DCNSUB - Flow - 07142021"
"7/14/2021 13:20",0.475,"DCNSUB - Flow - 07142021"
"7/14/2021 13:25",0.425,"DCNSUB - Flow - 07142021"
"7/14/2021 13:30",0.468,"DCNSUB - Flow - 07142021"
"7/14/2021 13:35",0.475,"DCNSUB - Flow - 07142021"
"7/14/2021 13:40",0.453,"DCNSUB - Flow - 07142021"
"7/14/2021 13:45",0.523,"DCNSUB - Flow - 07142021"
"7/14/2021 13:50",0.951,"DCNSUB - Flow - 07142021"
"7/14/2021 13:55",1.65,"DCNSUB - Flow - 07142021"
"7/14/2021 14:00",2.755,"DCNSUB - Flow - 07142021"
"7/14/2021 14:05",3.38,"DCNSUB - Flow - 07142021"
"7/14/2021 14:10",3.627,"DCNSUB - Flow - 07142021"
"7/14/2021 14:15",3.643,"DCNSUB - Flow - 07142021"
"7/14/2021 14:20",3.677,"DCNSUB - Flow - 07142021"
"7/14/2021 14:25",3.572,"DCNSUB - Flow - 07142021"
"7/14/2021 14:30",3.384,"DCNSUB - Flow - 07142021"
"7/14/2021 14:35",3.248,"DCNSUB - Flow - 07142021"
"7/14/2021 14:40",3.091,"DCNSUB - Flow - 07142021"
"7/14/2021 14:45",3.08,"DCNSUB - Flow - 07142021"
"7/14/2021 14:50",2.982,"DCNSUB - Flow - 07142021"
"7/14/2021 14:55",2.843,"DCNSUB - Flow - 07142021"
"7/14/2021 15:00",2.789,"DCNSUB - Flow - 07142021"
"7/14/2021 15:05",2.694,"DCNSUB - Flow - 07142021"
"7/14/2021 15:10",2.605,"DCNSUB - Flow - 07142021"
"7/14/2021 15:15",2.541,"DCNSUB - Flow - 07142021"
"7/14/2021 15:20",2.483,"DCNSUB - Flow - 07142021"
"7/14/2021 15:25",2.419,"DCNSUB - Flow - 07142021"
"7/14/2021 15:30",2.33,"DCNSUB - Flow - 07142021"
"7/14/2021 15:35",2.324,"DCNSUB - Flow - 07142021"
"7/14/2021 15:40",2.103,"DCNSUB - Flow - 07142021"
