DateTime,EC (mS),TP,AHS Sample Number
12/30/19 8:00,0.969,361,440
12/30/19 11:00,0.721,509,441
12/30/19 14:00,0.675,467,442
12/30/19 17:00,0.749,393,443
12/30/19 20:00,0.862,255,444
12/30/19 23:00,0.938,172,445
12/31/19 2:00,0.994,139,446
12/31/19 5:00,1.029,89.2,447
12/31/19 8:00,1.057,73.9,448
12/31/19 11:00,1.083,65.8,449
12/31/19 14:01,1.09792,57.3,450
12/31/19 17:00,1.0998,85.3,451
