"DateTime","Flow","file"
"7/13/2021 5:35",0.072,"DCSSUB - Flow - 07132021"
"7/13/2021 5:40",0.047,"DCSSUB - Flow - 07132021"
"7/13/2021 5:45",0.233,"DCSSUB - Flow - 07132021"
"7/13/2021 5:50",0.705,"DCSSUB - Flow - 07132021"
"7/13/2021 5:55",1.237,"DCSSUB - Flow - 07132021"
"7/13/2021 6:00",1.42,"DCSSUB - Flow - 07132021"
"7/13/2021 6:05",1.534,"DCSSUB - Flow - 07132021"
"7/13/2021 6:10",1.509,"DCSSUB - Flow - 07132021"
"7/13/2021 6:15",1.338,"DCSSUB - Flow - 07132021"
"7/13/2021 6:20",1.378,"DCSSUB - Flow - 07132021"
"7/13/2021 6:25",1.369,"DCSSUB - Flow - 07132021"
"7/13/2021 6:30",1.378,"DCSSUB - Flow - 07132021"
"7/13/2021 6:35",1.576,"DCSSUB - Flow - 07132021"
"7/13/2021 6:40",2.032,"DCSSUB - Flow - 07132021"
"7/13/2021 6:45",2.662,"DCSSUB - Flow - 07132021"
"7/13/2021 6:50",3.539,"DCSSUB - Flow - 07132021"
"7/13/2021 6:55",4.705,"DCSSUB - Flow - 07132021"
"7/13/2021 7:00",6.329,"DCSSUB - Flow - 07132021"
"7/13/2021 7:05",8.515,"DCSSUB - Flow - 07132021"
"7/13/2021 7:10",10.729,"DCSSUB - Flow - 07132021"
"7/13/2021 7:15",12.626,"DCSSUB - Flow - 07132021"
"7/13/2021 7:20",13.78,"DCSSUB - Flow - 07132021"
"7/13/2021 7:25",14.108,"DCSSUB - Flow - 07132021"
"7/13/2021 7:30",14.068,"DCSSUB - Flow - 07132021"
"7/13/2021 7:35",13.798,"DCSSUB - Flow - 07132021"
"7/13/2021 7:40",13.258,"DCSSUB - Flow - 07132021"
"7/13/2021 7:45",12.568,"DCSSUB - Flow - 07132021"
"7/13/2021 7:50",11.994,"DCSSUB - Flow - 07132021"
"7/13/2021 7:55",11.458,"DCSSUB - Flow - 07132021"
"7/13/2021 8:00",10.85,"DCSSUB - Flow - 07132021"
"7/13/2021 8:05",10.213,"DCSSUB - Flow - 07132021"
"7/13/2021 8:10",9.715,"DCSSUB - Flow - 07132021"
"7/13/2021 8:15",9.334,"DCSSUB - Flow - 07132021"
"7/13/2021 8:20",9.011,"DCSSUB - Flow - 07132021"
"7/13/2021 8:25",8.607,"DCSSUB - Flow - 07132021"
"7/13/2021 8:30",8.064,"DCSSUB - Flow - 07132021"
"7/13/2021 8:35",7.946,"DCSSUB - Flow - 07132021"
"7/13/2021 8:40",7.783,"DCSSUB - Flow - 07132021"
"7/13/2021 8:45",7.706,"DCSSUB - Flow - 07132021"
"7/13/2021 8:50",7.532,"DCSSUB - Flow - 07132021"
"7/13/2021 8:55",7.477,"DCSSUB - Flow - 07132021"
"7/13/2021 9:00",7.306,"DCSSUB - Flow - 07132021"
"7/13/2021 9:05",7.065,"DCSSUB - Flow - 07132021"
"7/13/2021 9:10",6.94,"DCSSUB - Flow - 07132021"
"7/13/2021 9:15",6.692,"DCSSUB - Flow - 07132021"
"7/13/2021 9:20",6.405,"DCSSUB - Flow - 07132021"
"7/13/2021 9:25",6.326,"DCSSUB - Flow - 07132021"
"7/13/2021 9:30",6.197,"DCSSUB - Flow - 07132021"
"7/13/2021 9:35",6.159,"DCSSUB - Flow - 07132021"
"7/13/2021 9:40",5.963,"DCSSUB - Flow - 07132021"
"7/13/2021 9:45",5.744,"DCSSUB - Flow - 07132021"
"7/13/2021 9:50",5.537,"DCSSUB - Flow - 07132021"
"7/13/2021 9:55",5.296,"DCSSUB - Flow - 07132021"
"7/13/2021 10:00",5.311,"DCSSUB - Flow - 07132021"
"7/13/2021 10:05",5.322,"DCSSUB - Flow - 07132021"
"7/13/2021 10:10",5.161,"DCSSUB - Flow - 07132021"
"7/13/2021 10:15",5.067,"DCSSUB - Flow - 07132021"
"7/13/2021 10:20",4.934,"DCSSUB - Flow - 07132021"
"7/13/2021 10:25",4.745,"DCSSUB - Flow - 07132021"
"7/13/2021 10:30",4.656,"DCSSUB - Flow - 07132021"
"7/13/2021 10:35",4.615,"DCSSUB - Flow - 07132021"
"7/13/2021 10:40",4.402,"DCSSUB - Flow - 07132021"
"7/13/2021 10:45",4.396,"DCSSUB - Flow - 07132021"
"7/13/2021 10:50",4.366,"DCSSUB - Flow - 07132021"
"7/13/2021 10:55",4.167,"DCSSUB - Flow - 07132021"
"7/13/2021 11:00",4.122,"DCSSUB - Flow - 07132021"
"7/13/2021 11:05",3.964,"DCSSUB - Flow - 07132021"
"7/13/2021 11:10",3.981,"DCSSUB - Flow - 07132021"
"7/13/2021 11:15",3.943,"DCSSUB - Flow - 07132021"
"7/13/2021 11:20",3.944,"DCSSUB - Flow - 07132021"
"7/13/2021 11:25",3.783,"DCSSUB - Flow - 07132021"
"7/13/2021 11:30",3.636,"DCSSUB - Flow - 07132021"
"7/13/2021 11:35",3.704,"DCSSUB - Flow - 07132021"
