DateTime,EC (mS),TP,AHS Sample Number
5/10/2019 11:34,event,806,
5/10/2019 14:33,event,918,
5/10/2019 17:33,event,515,
5/10/2019 20:33,event,269,
5/10/2019 23:33,event,167,
5/11/2019 2:33,event,94.2,
5/11/2019 5:33,event,59.7,
5/11/2019 8:33,event,49.2,
5/11/2019 11:34,event,39.8,
5/11/2019 14:33,event,35.2,
