DateTime,EC (mS),TP,AHS Sample Number
5/14/2019 15:04,grab,148,
5/14/2019 18:08,event,104,
5/15/2019 0:08,event,57.9,
5/15/2019 6:08,event,33.8,
5/15/2019 12:08,event,31.7,
5/15/2019 18:08,event,23.6,
5/16/2019 0:08,event,22.2,
