DateTime,EC (mS),TP,AHS Sample Number
11/19/19 10:15,0.929,364,400
11/19/19 13:15,0.761,422,401
11/19/19 16:15,0.874,316,402
11/19/19 19:15,0.935,260,403
11/19/19 22:15,0.987,215,404
11/20/19 16:15,1.04904,169,405
11/21/19 1:15,1.01332,183,406
11/21/19 10:15,1.07066,116,407
