"Date","Site","Runoff..m3.ha.","TP.conc","TP.load","SRP.conc","SRP.load","Drainage.Area..ha.","Event.Volume..m3."
2019-10-17,"DCSSUB",4.75681773559723,8.3039999709552,6.15315813610597,NA,NA,2.07944154167984,6.83625927727707
2019-10-23,"DCSSUB",2.92985952940328,NA,NA,NA,NA,2.07944154167984,5.00930107108312
2019-10-27,"DCSSUB",3.71296212462989,7.40853056689463,4.21360798304892,5.99893656194668,2.80336038090653,2.07944154167984,5.79240366630973
2019-10-31,"DCSSUB",4.71234156104988,7.50108212425987,5.30578938138674,NA,NA,2.07944154167984,6.79178310272972
2019-11-24,"DCSSUB",NA,6.50128967054039,NA,NA,NA,2.07944154167984,NA
2019-11-28,"DCSSUB",3.80109144472086,7.08170858610557,3.9759363311718,NA,NA,2.07944154167984,5.8805329864007
2019-12-10,"DCSSUB",3.04630655951692,6.35262939631957,2.4932054526027,5.50125821054473,1.64865862558738,2.07944154167984,5.12574810119676
2019-12-15,"DCSSUB",2.67242302345906,6.18826412308259,1.94591014905531,5.47227067367148,1.22377543162212,2.07944154167984,4.7518645651389
2019-12-28,"DCSSUB",NA,NA,NA,NA,NA,2.07944154167984,NA
2019-12-30,"DCSSUB",3.54709985263292,6.41345895716736,3.05400118167797,NA,NA,2.07944154167984,5.62654139431275
2020-01-03,"DCSSUB",2.72293881359596,5.98645200528444,1.80828877117927,NA,NA,2.07944154167984,4.8023803552758
2020-01-12,"DCSSUB",4.67341277608434,6.61204103483309,4.37826958579617,NA,NA,2.07944154167984,6.75285431776417
2020-01-26,"DCSSUB",3.15380382812449,6.10255859461357,2.35137525716348,4.79579054559674,1.02961941718116,2.07944154167984,5.23324536980432
2020-03-03,"DCSSUB",5.11836799389914,6.22257626807137,4.43319492124828,NA,NA,2.07944154167984,7.19780953557897
2020-03-08,"DCSSUB",3.56635865043802,5.95064255258773,2.61006979274201,NA,NA,2.07944154167984,5.64580019211785
2020-03-13,"DCSSUB",3.00506360098288,6.57088296233958,2.66722820658195,NA,NA,2.07944154167984,5.08450514266271
2020-05-12,"DCSSUB",-1.87650069768315,6.83217590125393,2.28919585587503,6.39146342175829,1.90300264804404,2.07944154167984,0.20294084399669
2020-08-05,"DCSSUB",-1.61319496131181,5.58109429114178,1.22847027592632,3.87199895359587,-0.32989392126109,2.07944154167984,0.466246580368023
2020-09-30,"DCSSUB",-3.2734640151526,7.33103858098817,1.43150670394144,6.24375156450404,0.332177312338332,2.07944154167984,-1.19402247347277
2021-03-11,"DCSSUB",1.61033750767694,6.11818019763015,4.82518083488446,4.57369214285676,3.76078142340301,2.07944154167984,3.68977904935677
2021-04-16,"DCSSUB",0.546458176394697,6.2622444520525,4.09679156586515,4.42035423635251,2.34094004687051,2.07944154167984,2.62589971807453
2021-04-22,"DCSSUB",-0.257637951103404,5.70370866145431,3.00245959430342,3.9805368635291,1.47750524117327,2.07944154167984,1.82180359057643
2021-04-30,"DCSSUB",0.946868432338293,6.3779095208761,4.61490267133247,4.71601747152417,2.94627938983446,2.07944154167984,3.02630997401813
2021-05-06,"DCSSUB",0.514244771811646,6.7481454500108,4.44135630074988,4.88468621535835,3.06011453248326,2.07944154167984,2.59368631349148
2021-07-02,"DCSSUB",0.677843169300073,4.97270755465394,3.38611758422706,3.91402723979667,2.36621695323882,2.07944154167984,2.75728471097991
2021-07-03,"DCSSUB",0.0976937005967939,5.13950221145656,2.62452365412392,3.98888264384231,1.96655275960122,2.07944154167984,2.17713524227663
2021-07-09,"DCSSUB",0.0674249763147892,5.7097457302359,2.92471950630757,4.80778866552217,2.09556092355972,2.07944154167984,2.14686651799463
2021-07-13,"DCSSUB",-1.33702811981697,5.89528825321759,1.66562919208384,4.64657182636229,0.527682740832414,2.07944154167984,0.742413421862863
2021-07-14,"DCSSUB",-2.01084875021422,5.64802473806035,0.690644050341827,4.43835188143735,-0.310609577095486,2.07944154167984,0.0685927914656117
2021-07-18,"DCSSUB",0.84581461806983,5.74956767110894,4.20288501651155,4.50196426688004,3.03658626756226,2.07944154167984,2.92525615974967
2021-07-19,"DCSSUB",-0.405902703839212,6.07895071706485,3.21759500496848,-Inf,0.980204057617808,2.07944154167984,1.67353883784062
2021-07-21,"DCSSUB",0.0271286673882527,5.98677368734134,3.73573918476642,4.86679866934047,2.5888912192659,2.07944154167984,2.10657020906809
2021-07-31,"DCSSUB",2.29000631078719,5.74300318780948,1.1314021114911,NA,NA,2.07944154167984,4.36944785246702
2021-08-02,"DCSSUB",4.72128516454378,6.39359075395063,4.2076732475291,NA,NA,2.07944154167984,6.80072670622361
2021-08-20,"DCSSUB",4.94955744458767,5.85220247977447,3.89385903480047,NA,NA,2.07944154167984,7.0289989862675
2021-09-09,"DCSSUB",3.21033949384591,5.84354441703136,2.15176220325946,NA,NA,2.07944154167984,5.28978103552575
2021-09-24,"DCSSUB",2.59432143577387,6.47389069635227,2.16332302566054,NA,NA,2.07944154167984,4.6737629774537
2021-10-17,"DCSSUB",3.81413450460902,NA,NA,NA,NA,2.07944154167984,5.89357604628886
