DateTime,EC (mS),TP,SRP,Sample Number
7/9/2021 2:18,1.231,379,168,SB-20-1
7/9/2021 4:03,0.939,393,138,SB-20-2
7/9/2021 5:25,1.087,271,97.3,SB-20-3
7/9/2021 6:56,0.871,436,162,SB-20-4
7/9/2021 7:40,0.864,465,169,SB-20-5
7/9/2021 8:25,0.949,350,150,SB-20-6
7/9/2021 9:15,1.026,283,151,SB-20-7
7/9/2021 10:34,1.083,216,101,SB-20-8
7/9/2021 13:08,1.171,145,64.3,SB-20-9
7/9/2021 16:15,1.266,92.4,41.8,SB-20-11
