DateTime,EC (mS),TP,AHS Sample Number
4/20/2019 1:38,event,173,
4/20/2019 3:28,event,709,
4/20/2019 6:28,event,678,
4/20/2019 9:28,event,327,
4/20/2019 12:28,event,175,
4/20/2019 15:28,event,588,
4/20/2019 18:28,event,316,
4/20/2019 21:28,event,155,
4/21/2019 0:28,event,104,
4/21/2019 3:28,event,74.6,
4/21/2019 6:28,event,63.3,
4/21/2019 9:29,event,53.8,
4/24/2019 16:50,grab,15.6,
