DateTime,EC (mS),TP,AHS Sample Number
4/3/20 6:46,0.658,430,579
4/3/20 9:46,0.703,640,581
4/3/20 12:46,0.858,365,582
4/3/20 15:46,0.977,308,583
4/3/20 18:46,1.024,194,584
4/3/20 21:46,0.95,125,585
4/4/20 0:46,1.072,90.6,586
4/4/20 3:46,1.08,70.7,587
4/4/20 6:46,1.075,73.4,588
4/4/20 9:46,1.128,48.9,589
4/4/20 15:46,1.159,47.9,590
4/4/20 18:46,1.14,44.5,591
