DateTime,EC (mS),TP,AHS Sample Number
3/9/20 13:04,0.726,472,533
3/9/20 17:03,0.64,403,534
3/9/20 21:03,0.733,274,535
3/10/20 1:03,0.834,221,536
3/10/20 5:03,0.919,179,537
3/10/20 9:03,0.973,157,538
3/10/20 13:04,0.995,144,539
3/10/20 17:03,0.946,150,540
3/10/20 21:03,0.918,154,541
3/11/20 1:03,0.945,143,543
