DateTime,EC (mS),TP,SRP,Sample Number
5/11/20 17:01,1.157,1160,852,NB-1-1
5/11/20 18:41,0.785,1680,1020,NB-1-2
5/11/20 19:45,0.756,1340,966,NB-1-3
5/11/20 20:30,0.721,1370,860,NB-1-4
5/11/20 21:15,0.708,1230,671,NB-1-5
5/11/20 22:09,0.676,861,609,NB-1-6
5/11/20 23:20,0.677,656,450,NB-1-7
5/12/20 1:06,0.672,534,320,NB-1-8
5/12/20 3:52,0.689,369,208,NB-1-9
5/12/20 8:09,0.712,227,118,NB-1-10
