DateTime,EC (mS),TP,SRP,AHS Sample Number
4/27/20 1:26,0.54,760,217,618
4/27/20 4:26,0.602,692,209,619
4/27/20 7:26,0.808,425,134,620
4/27/20 10:26,0.979,306,71.4,621
4/27/20 13:27,1.044,173,44.4,622
4/27/20 16:26,1.138,111,29.6,623
4/27/20 19:26,1.166,72.3,22.6,624
4/27/20 22:26,1.155,47.8,18.8,625
4/28/20 1:26,1.169,43.3,18.9,626
4/28/20 4:26,1.202,46.3,16.3,627
4/28/20 7:26,1.179,30.9,15.5,628
4/28/20 10:26,1.196,23.3,15.3,629
4/28/20 13:27,1.212,21.2,12.6,631
