DateTime,EC (mS),TP,AHS Sample Number
10/7/19 8:11,,3380,351
10/7/19 10:11,,1860,352
10/7/19 12:12,0.805,1550,353
10/7/19 14:11,0.878,1350,354
10/7/19 16:11,0.865,1210,355
10/7/19 18:11,0.863,1070,356
10/7/19 20:12,0.872,952,357
10/7/19 22:11,0.84,782,358
10/8/19 0:11,0.766,698,359
