DateTime,EC (mS),TP,SRP,Sample Number
7/20/2021 19:25,0.446,910,254,NB-24-1
7/20/2021 19:46,0.472,930,315,NB-24-2
7/20/2021 20:07,0.488,923,327,NB-24-3
7/20/2021 20:29,0.52,,,NB-24-4
7/20/2021 20:55,0.564,780,270,NB-24-5
7/20/2021 21:25,0.582,,,NB-24-6
7/20/2021 22:02,0.598,,,NB-24-7
7/20/2021 22:50,0.622,,,NB-24-8
7/20/2021 23:54,0.653,611,175,NB-24-9
7/21/2021 13:17,0.82,192,65.9,NB-24-10
