DateTime,EC (mS),TP,AHS Sample Number
3/14/2019 13:02,grab,336,
3/14/2019 15:05,event,402,
3/14/2019 21:05,event,374,
3/15/2019 3:05,event,404,
3/15/2019 9:05,event,572,
3/15/2019 12:05,event,772,
3/15/2019 15:05,event,608,
3/15/2019 18:05,event,382,
3/15/2019 21:05,event,276,
3/16/2019 0:05,event,208,
3/16/2019 6:05,event,143,
3/16/2019 12:05,event,140,
3/17/2019 12:05,event,27.2,
