DateTime,EC (mS),TP,SRP,Sample Number
7/9/2021 2:33,0.997,351,88.8,NB-20-1
7/9/2021 4:38,0.893,384,124,NB-20-2
7/9/2021 6:54,0.806,492,175,NB-20-3
7/9/2021 7:39,0.832,458,197,NB-20-4
7/9/2021 8:39,0.876,316,151,NB-20-5
7/9/2021 10:33,0.935,212,100,NB-20-6
7/9/2021 14:55,1.014,123,49.8,NB-20-7
