DateTime,EC (mS),TP,AHS Sample Number
6/11/2019 2:02,event,121,
6/11/2019 4:01,event,992,
6/11/2019 8:01,event,337,
6/11/2019 12:01,event,94.7,
6/11/2019 16:01,event,40.6,
6/11/2019 20:01,event,25.9,
6/12/2019 8:01,event,17.5,
6/12/2019 20:01,event,20.4,
6/14/2019 8:01,bi-daily,37.1,
6/16/2019 11:45,bi-daily,23.5,
6/18/2019 11:45,bi-daily,30.5,
