DateTime,EC (mS),TP,SRP,Sample Number
7/3/2021 15:45,0.969,348,146,NB-19-7
7/3/2021 17:31,1.018,,,NB-19-8
7/3/2021 20:37,1.071,114,41.2,NB-19-9
7/4/2021 1:29,1.047,150,63.3,NB-19-10
7/4/2021 5:26,1.083,,,NB-19-11
7/4/2021 11:24,1.116,106,29.8,NB-19-12
