DateTime,EC (mS),TP,SRP,Sample Number
7/19/2021 5:37,1.029,264,,SB-23-1
7/19/2021 6:53,0.753,2915,,SB-23-2
7/19/2021 7:28,0.632,766,,SB-23-3
7/19/2021 8:04,0.672,,,SB-23-4
7/19/2021 8:47,0.708,,,SB-23-5
7/19/2021 9:44,0.793,664,,SB-23-6
7/19/2021 11:02,0.853,,,SB-23-7
7/19/2021 12:48,0.913,,,SB-23-8
7/19/2021 15:21,1.004,,,SB-23-9
7/19/2021 19:30,1.114,245,,SB-23-10
7/20/2021 2:44,1.201,,,SB-23-11
,1.307,297,,SB-23-12
,1.278,,,SB-23-13
