DateTime,EC (mS),TP,AHS Sample Number
4/27/2019 0:31,event,414,
4/27/2019 2:00,event,405,
4/27/2019 5:00,event,483,
4/27/2019 8:00,event,500,
4/27/2019 11:30,grab,414,
