DateTime,Flow
8/11/2021 21:45,0.0465
8/11/2021 21:50,9.06
8/11/2021 21:55,20.81
8/11/2021 22:00,22.81
8/11/2021 22:05,21.58
8/11/2021 22:10,17.54
8/11/2021 22:15,12.38
8/11/2021 22:20,9.15
8/11/2021 22:25,6.83
8/11/2021 22:30,5.55
8/11/2021 22:35,4.55
8/11/2021 22:40,3.97
8/11/2021 22:45,3.42
8/11/2021 22:50,2.94
8/11/2021 22:55,2.56
8/11/2021 23:00,2.37
8/11/2021 23:05,2.2
8/11/2021 23:10,1.94
8/11/2021 23:15,1.69
8/11/2021 23:20,1.58
8/11/2021 23:25,1.49
8/11/2021 23:30,1.38
8/11/2021 23:35,1.21
8/11/2021 23:40,1.18
8/11/2021 23:45,1.08
8/11/2021 23:50,1.13
8/11/2021 23:55,0.99
8/12/2021 0:00,0.909
8/12/2021 0:05,0.892
8/12/2021 0:10,0.882
8/12/2021 0:15,0.881
8/12/2021 0:20,0.795
8/12/2021 0:25,0.697
8/12/2021 0:30,0.75
8/12/2021 0:35,0.666
8/12/2021 0:40,0.656
8/12/2021 0:45,0.641
8/12/2021 0:50,0.484
8/12/2021 0:55,0.525
8/12/2021 1:00,0.531
8/12/2021 1:05,0.509
8/12/2021 1:10,0.603
8/12/2021 1:15,0.496
8/12/2021 1:20,0.498
8/12/2021 1:25,0.515
8/12/2021 1:30,0.443
8/12/2021 1:35,0.443
8/12/2021 1:40,0.343
8/12/2021 1:45,0.504
8/12/2021 1:50,0.451
8/12/2021 1:55,0.464
8/12/2021 2:00,0.365
8/12/2021 2:05,0.328
